severity,display_ipv4_address,port,protocol,host_name,cve,classe,tipo_solução
8.6,10.2.202.175,22,TCP,gw-10-2-202-175,CVE-2023-71148,Cross-Site Scripting Vulnerabilities,Restrict Port Access
4.9,10.0.28.238,162,UDP,fw-10-0-28-238,,SNMP Default Community Strings,Update OpenSSL Packages
5.3,10.1.19.242,8443,TCP,db-10-1-19-242,CVE-2020-54944,Outdated TLS Library Issues,Apply Entity Encoding
7.7,10.0.172.168,8443,TCP,ws-10-0-172-168,,Outdated TLS Library Issues,SNMP Security Configuration
4.9,10.0.23.56,443,TCP,web-10-0-23-56,CVE-2020-13030,IIS Vulnerability Issues,Apply Entity Encoding
7.4,10.1.6.190,443,TCP,app-10-1-6-190,,Outdated TLS Library Issues,Apply Entity Encoding
8.2,172.16.1.136,22,TCP,app-172-16-1-136,CVE-2023-88447,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
7.7,10.2.138.245,23,TCP,nas-10-2-138-245,CVE-2021-74925,Stack Overflow Vulnerabilities,Restrict Port Access
6.3,10.1.18.138,443,TCP,web-10-1-18-138,CVE-2020-32365,Lighttpd Vulnerability Issues,Prevent SQL Injection
8.5,10.2.178.109,445,TCP,fw-10-2-178-109,,Stack Overflow Vulnerabilities,Restrict Port Access
6.3,10.0.191.81,443,TCP,srv-10-0-191-81,CVE-2023-10064,Expired TLS Certificate Issues,Update End-of-Life Packages
7.2,10.1.63.50,443,TCP,web-10-1-63-50,CVE-2022-23979,Outdated TLS Library Issues,SNMP Security Configuration
5.5,10.1.250.195,8080,TCP,nas-10-1-250-195,,Lighttpd Vulnerability Issues,Prevent SQL Injection
7.2,10.1.168.111,443,TCP,fw-10-1-168-111,CVE-2020-59465,Template Injection Vulnerabilities,Apply Entity Encoding
8.9,10.2.67.30,443,TCP,ws-10-2-67-30,CVE-2022-74942,SQL Injection Vulnerabilities,Configure Content Security
8.1,10.0.23.56,22,TCP,web-10-0-23-56,CVE-2023-22077,Cross-Site Scripting Vulnerabilities,Restrict Port Access
8.4,172.16.1.231,445,TCP,nas-172-16-1-231,CVE-2021-62604,Stack Overflow Vulnerabilities,Restrict Port Access
6.1,192.168.1.68,8080,TCP,gw-192-168-1-68,,Template Injection Vulnerabilities,Disable Vulnerable Endpoint
6.7,192.168.2.34,993,TCP,fw-192-168-2-34,CVE-2022-98381,Outdated TLS Library Issues,Renew Certificate Update
8.0,10.2.14.246,995,TCP,nas-10-2-14-246,CVE-2022-99065,Outdated TLS Library Issues,Renew Certificate Update
8.4,192.168.1.222,135,TCP,ws-192-168-1-222,CVE-2022-50319,SUID Binary Misconfiguration,Update Tomcat Patch
6.6,192.168.10.148,443,TCP,web-192-168-10-148,,Expired TLS Certificate Issues,Update Security Patches
9.5,192.168.10.103,445,TCP,app-192-168-10-103,,SUID Binary Misconfiguration,Update Tomcat Patch
7.9,172.16.1.136,445,TCP,app-172-16-1-136,,Stack Overflow Vulnerabilities,Restrict Port Access
8.0,172.16.0.72,8443,TCP,dc-172-16-0-72,,Outdated TLS Library Issues,Update Security Patches
8.1,172.16.1.40,443,TCP,web-172-16-1-40,CVE-2022-99364,SQL Injection Vulnerabilities,Disable Vulnerable Endpoint
4.5,172.16.1.231,8443,TCP,nas-172-16-1-231,,Lighttpd Vulnerability Issues,Update Tomcat Patch
6.0,192.168.10.240,8080,TCP,app-192-168-10-240,,Cross-Site Scripting Vulnerabilities,Disable Vulnerable Endpoint
8.5,192.168.1.58,8080,TCP,db-192-168-1-58,CVE-2022-67711,IIS Vulnerability Issues,Update End-of-Life Packages
7.3,172.16.0.247,443,TCP,web-172-16-0-247,,Template Injection Vulnerabilities,Update Lighttpd Patch
8.6,10.2.67.30,443,TCP,ws-10-2-67-30,,Lighttpd Vulnerability Issues,Update End-of-Life Packages
3.9,10.2.71.119,21,TCP,web-10-2-71-119,CVE-2023-71587,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
7.6,192.168.2.42,443,TCP,dc-192-168-2-42,CVE-2022-34920,SQL Injection Vulnerabilities,Configure Content Security
7.9,192.168.10.155,1433,TCP,app-192-168-10-155,CVE-2022-24168,SQL Injection Vulnerabilities,Configure Content Security
6.1,192.168.2.41,443,TCP,dc-192-168-2-41,CVE-2023-17901,Expired TLS Certificate Issues,Update Security Patches
8.7,10.0.220.29,8080,TCP,db-10-0-220-29,,Template Injection Vulnerabilities,Update OpenSSL Packages
6.1,192.168.1.184,8080,TCP,fw-192-168-1-184,CVE-2020-86939,Outdated TLS Library Issues,Restrict Port Access
7.8,10.1.225.63,8443,TCP,fw-10-1-225-63,CVE-2020-98785,Cross-Site Scripting Vulnerabilities,Prevent SQL Injection
7.0,192.168.2.56,8443,TCP,srv-192-168-2-56,CVE-2022-61049,Outdated TLS Library Issues,Renew Certificate Update
4.8,10.1.18.138,53,UDP,web-10-1-18-138,,SQL Injection Vulnerabilities,Disable Vulnerable Endpoint
6.0,172.16.0.227,53,UDP,dc-172-16-0-227,CVE-2020-10975,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
7.9,10.0.117.160,8443,TCP,print-10-0-117-160,CVE-2020-39850,Cross-Site Scripting Vulnerabilities,Update Lighttpd Patch
6.3,192.168.1.222,21,TCP,ws-192-168-1-222,CVE-2023-78818,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
7.9,192.168.1.72,21,TCP,dc-192-168-1-72,CVE-2023-75679,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
5.1,172.16.0.72,53,UDP,dc-172-16-0-72,,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
8.8,192.168.1.40,80,TCP,fw-192-168-1-40,CVE-2023-55563,SQL Injection Vulnerabilities,Restrict Port Access
9.5,10.1.18.138,80,TCP,web-10-1-18-138,,Template Injection Vulnerabilities,Update Cipher Suites
6.0,172.16.1.231,443,TCP,nas-172-16-1-231,CVE-2020-53082,Lighttpd Vulnerability Issues,Apply Entity Encoding
8.0,172.16.0.144,445,TCP,srv-172-16-0-144,CVE-2022-97153,Stack Overflow Vulnerabilities,Remove Unused Packages
7.5,10.1.225.63,1433,TCP,fw-10-1-225-63,CVE-2022-58629,SQL Injection Vulnerabilities,Configure Content Security
9.8,10.0.248.24,445,TCP,web-10-0-248-24,CVE-2021-27597,FreeBSD Kernel Vulnerabilities,Restrict Port Access
6.9,172.16.1.40,22,TCP,web-172-16-1-40,,Stack Overflow Vulnerabilities,Remove Unused Packages
6.2,10.1.113.207,53,UDP,nas-10-1-113-207,CVE-2020-20405,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
8.7,172.16.1.63,443,TCP,dc-172-16-1-63,CVE-2022-30052,Outdated TLS Library Issues,Update Security Patches
5.9,10.0.117.160,8080,TCP,print-10-0-117-160,CVE-2021-32738,Lighttpd Vulnerability Issues,Update Lighttpd Patch
5.8,192.168.1.184,21,TCP,fw-192-168-1-184,,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
7.9,10.0.174.185,9090,TCP,ws-10-0-174-185,CVE-2022-32962,Cross-Site Scripting Vulnerabilities,Update End-of-Life Packages
5.6,192.168.2.62,443,TCP,srv-192-168-2-62,CVE-2022-93746,Outdated TLS Library Issues,Update Cipher Suites
7.1,192.168.1.139,8443,TCP,db-192-168-1-139,CVE-2022-46208,Outdated TLS Library Issues,Update Security Patches
6.7,192.168.1.58,8080,TCP,db-192-168-1-58,CVE-2020-22027,Lighttpd Vulnerability Issues,Apply Entity Encoding
6.4,192.168.1.184,443,TCP,fw-192-168-1-184,CVE-2023-65315,SQL Injection Vulnerabilities,Disable Vulnerable Endpoint
5.2,172.16.0.49,161,UDP,ws-172-16-0-49,CVE-2019-45527,SNMP Default Community Strings,Update OpenSSL Packages
5.7,192.168.1.183,161,UDP,app-192-168-1-183,,SNMP Default Community Strings,Update OpenSSL Packages
7.5,10.2.67.36,8443,TCP,web-10-2-67-36,CVE-2022-32946,Outdated TLS Library Issues,SNMP Security Configuration
6.9,10.2.67.136,22,TCP,print-10-2-67-136,CVE-2022-94886,Sudo Policy Misconfiguration,Update Tomcat Patch
8.4,10.2.71.119,23,TCP,web-10-2-71-119,,FreeBSD Kernel Vulnerabilities,Restrict Port Access
7.3,192.168.10.240,21,TCP,app-192-168-10-240,CVE-2023-49466,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
5.6,172.16.0.57,443,TCP,dc-172-16-0-57,CVE-2022-31805,Outdated TLS Library Issues,Renew Certificate Update
3.2,192.168.2.40,443,TCP,web-192-168-2-40,CVE-2023-12992,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
5.5,10.2.67.36,443,TCP,web-10-2-67-36,CVE-2023-50243,Expired TLS Certificate Issues,Update End-of-Life Packages
6.0,10.2.71.119,162,UDP,web-10-2-71-119,CVE-2019-94887,SNMP Default Community Strings,Update OpenSSL Packages
9.4,172.16.0.31,9090,TCP,print-172-16-0-31,,Lighttpd Vulnerability Issues,Restrict Port Access
5.7,10.1.63.50,8443,TCP,web-10-1-63-50,CVE-2023-66011,Expired TLS Certificate Issues,Update End-of-Life Packages
5.5,172.16.1.81,21,TCP,ws-172-16-1-81,CVE-2023-26688,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
5.2,172.16.0.227,80,TCP,dc-172-16-0-227,CVE-2021-78940,Lighttpd Vulnerability Issues,Disable Vulnerable Endpoint
7.2,172.16.0.106,22,TCP,dc-172-16-0-106,,FreeBSD Kernel Vulnerabilities,Restrict Port Access
6.7,192.168.10.54,443,TCP,app-192-168-10-54,CVE-2023-24679,Expired TLS Certificate Issues,Restrict Sudoers Access
8.6,10.0.23.56,443,TCP,web-10-0-23-56,CVE-2022-49829,IIS Vulnerability Issues,Update End-of-Life Packages
9.0,172.16.1.231,8443,TCP,nas-172-16-1-231,,Template Injection Vulnerabilities,Restrict Port Access
8.4,172.16.1.1,135,TCP,app-172-16-1-1,,Stack Overflow Vulnerabilities,Remove Unused Packages
5.1,192.168.2.216,445,TCP,nas-192-168-2-216,,Outdated Driver Vulnerabilities,Restrict DNS Zone Transfers
9.2,10.1.225.63,389,TCP,fw-10-1-225-63,CVE-2023-71400,IIS Vulnerability Issues,Update End-of-Life Packages
9.2,192.168.10.55,8080,TCP,dc-192-168-10-55,CVE-2022-37801,IIS Vulnerability Issues,Update End-of-Life Packages
6.0,10.0.150.142,22,TCP,web-10-0-150-142,CVE-2023-28389,Outdated TLS Library Issues,Disable Vulnerable Endpoint
7.0,10.2.178.109,995,TCP,fw-10-2-178-109,CVE-2022-43065,IIS Vulnerability Issues,Renew Certificate Update
9.2,10.0.150.142,23,TCP,web-10-0-150-142,CVE-2021-12549,Stack Overflow Vulnerabilities,Restrict Port Access
7.0,172.16.1.1,21,TCP,app-172-16-1-1,CVE-2023-20413,SQL Injection Vulnerabilities,Disable Vulnerable Endpoint
7.8,192.168.2.34,443,TCP,fw-192-168-2-34,,SQL Injection Vulnerabilities,Configure Content Security
8.5,192.168.1.68,993,TCP,gw-192-168-1-68,CVE-2022-63492,Outdated TLS Library Issues,Update Security Patches
8.5,172.16.0.57,445,TCP,dc-172-16-0-57,CVE-2022-73242,SUID Binary Misconfiguration,Implement Micro-Segmentation
6.8,192.168.1.183,995,TCP,app-192-168-1-183,CVE-2022-46208,Outdated TLS Library Issues,Renew Certificate Update
3.7,192.168.1.222,53,UDP,ws-192-168-1-222,CVE-2020-19351,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
5.9,10.1.141.76,162,UDP,print-10-1-141-76,CVE-2019-10024,SNMP Default Community Strings,Update OpenSSL Packages
5.3,192.168.2.253,80,TCP,ws-192-168-2-253,CVE-2021-86547,Template Injection Vulnerabilities,Update Lighttpd Patch
6.2,192.168.1.172,8443,TCP,fw-192-168-1-172,CVE-2022-94080,Outdated TLS Library Issues,Update OpenSSL Packages
5.0,10.1.225.63,53,UDP,fw-10-1-225-63,CVE-2020-22560,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
8.0,10.0.103.187,22,TCP,fw-10-0-103-187,CVE-2023-99180,SNMP Default Community Strings,Disable Vulnerable Endpoint
5.2,10.1.75.112,135,TCP,db-10-1-75-112,CVE-2018-22265,Outdated Driver Vulnerabilities,Update DNSSEC Configuration
4.4,10.0.58.18,53,UDP,srv-10-0-58-18,CVE-2020-74955,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
8.8,192.168.1.172,8443,TCP,fw-192-168-1-172,,Outdated TLS Library Issues,Update Security Patches
6.0,10.0.150.142,21,TCP,web-10-0-150-142,CVE-2023-30595,SQL Injection Vulnerabilities,Disable Vulnerable Endpoint
9.6,192.168.10.55,8443,TCP,dc-192-168-10-55,CVE-2023-99204,Cross-Site Scripting Vulnerabilities,Restrict Port Access
9.4,192.168.1.72,993,TCP,dc-192-168-1-72,CVE-2022-91057,Outdated TLS Library Issues,Renew Certificate Update
8.3,192.168.2.157,3306,TCP,nas-192-168-2-157,CVE-2022-48829,SQL Injection Vulnerabilities,Configure Content Security
8.3,10.2.138.245,135,TCP,nas-10-2-138-245,,Sudo Policy Misconfiguration,Update Tomcat Patch
7.3,172.16.1.40,53,UDP,web-172-16-1-40,CVE-2020-30700,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
7.7,10.0.58.18,445,TCP,srv-10-0-58-18,CVE-2022-57823,Stack Overflow Vulnerabilities,Update Tomcat Patch
4.7,192.168.2.109,8080,TCP,nas-192-168-2-109,CVE-2021-19921,Lighttpd Vulnerability Issues,Disable Vulnerable Endpoint
7.7,172.16.0.25,995,TCP,fw-172-16-0-25,,Outdated TLS Library Issues,Renew Certificate Update
6.2,10.0.117.160,8443,TCP,print-10-0-117-160,CVE-2020-30144,Template Injection Vulnerabilities,Apply Entity Encoding
9.3,10.0.191.81,445,TCP,srv-10-0-191-81,CVE-2021-36380,Stack Overflow Vulnerabilities,Restrict Port Access
7.5,10.2.69.73,8443,TCP,print-10-2-69-73,,Outdated TLS Library Issues,Update Security Patches
4.0,10.2.178.109,8443,TCP,fw-10-2-178-109,,Expired TLS Certificate Issues,Restrict Sudoers Access
7.0,172.16.1.63,445,TCP,dc-172-16-1-63,CVE-2021-99872,SQL Injection Vulnerabilities,Restrict Port Access
4.9,192.168.1.139,8080,TCP,db-192-168-1-139,CVE-2020-87664,Lighttpd Vulnerability Issues,Apply Entity Encoding
7.9,192.168.1.139,443,TCP,db-192-168-1-139,CVE-2022-71524,Outdated TLS Library Issues,Renew Certificate Update
8.5,10.1.155.163,445,TCP,db-10-1-155-163,CVE-2022-12068,SNMP Default Community Strings,Implement Micro-Segmentation
9.0,10.1.12.167,445,TCP,nas-10-1-12-167,,FreeBSD Kernel Vulnerabilities,Restrict Port Access
2.4,10.2.71.119,22,TCP,web-10-2-71-119,CVE-2023-22730,SNMP Default Community Strings,Disable Vulnerable Endpoint
4.7,192.168.2.197,139,TCP,fw-192-168-2-197,CVE-2018-12533,Outdated Driver Vulnerabilities,Configure Content Security
4.9,10.2.69.73,162,UDP,print-10-2-69-73,CVE-2019-74122,SNMP Default Community Strings,Update OpenSSL Packages
9.5,10.0.58.211,22,TCP,srv-10-0-58-211,CVE-2021-44407,Stack Overflow Vulnerabilities,Restrict Port Access
9.4,172.16.1.231,23,TCP,nas-172-16-1-231,CVE-2021-48401,Stack Overflow Vulnerabilities,Restrict Port Access
4.4,172.16.0.144,162,UDP,srv-172-16-0-144,CVE-2019-38574,SNMP Default Community Strings,Update OpenSSL Packages
8.5,192.168.10.54,80,TCP,app-192-168-10-54,CVE-2022-26591,Template Injection Vulnerabilities,Update Vulnerable Dependencies
6.9,10.1.217.48,8080,TCP,ws-10-1-217-48,,Template Injection Vulnerabilities,Apply Entity Encoding
5.3,10.1.19.242,161,UDP,db-10-1-19-242,CVE-2019-17122,SNMP Default Community Strings,Update OpenSSL Packages
9.4,10.0.58.211,443,TCP,srv-10-0-58-211,,Cross-Site Scripting Vulnerabilities,Restrict Port Access
7.3,172.16.0.70,443,TCP,nas-172-16-0-70,,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
5.0,10.0.28.238,8443,TCP,fw-10-0-28-238,,Expired TLS Certificate Issues,Update End-of-Life Packages
5.7,10.1.113.207,8443,TCP,nas-10-1-113-207,CVE-2023-25373,Expired TLS Certificate Issues,Update Security Patches
5.5,172.16.0.70,443,TCP,nas-172-16-0-70,CVE-2023-83864,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
9.0,10.1.75.112,993,TCP,db-10-1-75-112,CVE-2022-26591,Outdated TLS Library Issues,Renew Certificate Update
5.5,10.2.71.119,443,TCP,web-10-2-71-119,CVE-2023-81089,Expired TLS Certificate Issues,Restrict Sudoers Access
5.4,192.168.1.184,53,UDP,fw-192-168-1-184,,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
5.4,192.168.1.172,443,TCP,fw-192-168-1-172,CVE-2021-25038,Cross-Site Scripting Vulnerabilities,Disable Vulnerable Endpoint
7.0,10.1.75.112,135,TCP,db-10-1-75-112,,Sudo Policy Misconfiguration,Remove Unused Packages
8.4,172.16.0.106,22,TCP,dc-172-16-0-106,CVE-2021-33016,Stack Overflow Vulnerabilities,Restrict Port Access
7.9,10.0.150.142,3389,TCP,web-10-0-150-142,,SUID Binary Misconfiguration,Implement Micro-Segmentation
6.7,10.0.153.83,443,TCP,dc-10-0-153-83,,Outdated TLS Library Issues,Renew Certificate Update
5.2,10.1.168.111,8443,TCP,fw-10-1-168-111,,IIS Vulnerability Issues,Update Security Patches
8.7,172.16.0.247,22,TCP,web-172-16-0-247,CVE-2022-78146,SUID Binary Misconfiguration,Implement Micro-Segmentation
5.6,10.1.217.48,8080,TCP,ws-10-1-217-48,CVE-2020-52513,Lighttpd Vulnerability Issues,Prevent SQL Injection
5.9,192.168.2.197,636,TCP,fw-192-168-2-197,CVE-2022-45720,Outdated TLS Library Issues,Renew Certificate Update
9.5,10.1.155.163,445,TCP,db-10-1-155-163,,FreeBSD Kernel Vulnerabilities,Restrict Port Access
9.8,192.168.10.155,22,TCP,app-192-168-10-155,,Stack Overflow Vulnerabilities,Restrict Port Access
7.8,10.1.151.109,443,TCP,srv-10-1-151-109,CVE-2023-98111,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
9.7,10.1.113.207,80,TCP,nas-10-1-113-207,,Cross-Site Scripting Vulnerabilities,Update End-of-Life Packages
6.2,10.1.6.190,53,UDP,app-10-1-6-190,,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
4.9,172.16.1.31,8443,TCP,web-172-16-1-31,CVE-2023-29003,Expired TLS Certificate Issues,Update Linux Kernel Packages
8.5,172.16.0.25,993,TCP,fw-172-16-0-25,CVE-2022-91927,Outdated TLS Library Issues,Update Cipher Suites
9.0,172.16.0.93,3389,TCP,web-172-16-0-93,CVE-2022-98647,SUID Binary Misconfiguration,Implement Micro-Segmentation
7.8,172.16.0.70,443,TCP,nas-172-16-0-70,CVE-2022-63424,Outdated TLS Library Issues,Update Cipher Suites
5.2,172.16.1.1,53,UDP,app-172-16-1-1,,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
5.5,192.168.1.40,443,TCP,fw-192-168-1-40,CVE-2020-13517,Template Injection Vulnerabilities,Apply Entity Encoding
5.5,10.1.249.237,21,TCP,gw-10-1-249-237,CVE-2023-95254,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
6.4,192.168.10.54,443,TCP,app-192-168-10-54,CVE-2020-80688,Outdated TLS Library Issues,Apply Entity Encoding
4.3,10.0.170.210,443,TCP,nas-10-0-170-210,CVE-2023-82359,Expired TLS Certificate Issues,Update Linux Kernel Packages
7.0,172.16.0.227,443,TCP,dc-172-16-0-227,CVE-2023-39189,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
8.2,10.0.150.142,445,TCP,web-10-0-150-142,,FreeBSD Kernel Vulnerabilities,Restrict Port Access
5.4,192.168.2.253,162,UDP,ws-192-168-2-253,CVE-2019-50957,SNMP Default Community Strings,Update OpenSSL Packages
5.8,10.0.117.160,995,TCP,print-10-0-117-160,CVE-2022-23154,Outdated TLS Library Issues,Update Security Patches
5.5,192.168.2.56,443,TCP,srv-192-168-2-56,,Cross-Site Scripting Vulnerabilities,Update Lighttpd Patch
8.7,10.2.69.73,445,TCP,print-10-2-69-73,CVE-2021-97528,Stack Overflow Vulnerabilities,Restrict Port Access
5.7,192.168.10.148,8443,TCP,web-192-168-10-148,CVE-2023-80014,Expired TLS Certificate Issues,Restrict Sudoers Access
10.0,10.1.155.163,9090,TCP,db-10-1-155-163,CVE-2022-45992,Cross-Site Scripting Vulnerabilities,Update Vulnerable Dependencies
8.1,192.168.1.42,443,TCP,dc-192-168-1-42,CVE-2022-83060,SQL Injection Vulnerabilities,Update Security Patches
5.5,172.16.1.81,139,TCP,ws-172-16-1-81,CVE-2018-90739,Outdated Driver Vulnerabilities,Update DNSSEC Configuration
6.9,10.0.220.29,80,TCP,db-10-0-220-29,CVE-2023-55075,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
7.1,192.168.2.56,3389,TCP,srv-192-168-2-56,,Sudo Policy Misconfiguration,Implement Micro-Segmentation
8.0,10.0.213.95,443,TCP,print-10-0-213-95,,Outdated TLS Library Issues,Update Security Patches
6.8,192.168.2.40,8080,TCP,web-192-168-2-40,,SQL Injection Vulnerabilities,Configure Content Security
6.8,10.1.151.109,53,UDP,srv-10-1-151-109,CVE-2020-42397,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
9.7,10.1.141.76,80,TCP,print-10-1-141-76,CVE-2022-20155,Cross-Site Scripting Vulnerabilities,Update Vulnerable Dependencies
4.6,10.2.130.127,162,UDP,ws-10-2-130-127,CVE-2019-92505,SNMP Default Community Strings,Update OpenSSL Packages
6.5,10.2.104.125,8443,TCP,dc-10-2-104-125,CVE-2020-83328,Lighttpd Vulnerability Issues,Apply Entity Encoding
8.6,10.2.171.166,8080,TCP,app-10-2-171-166,CVE-2022-46160,SQL Injection Vulnerabilities,Configure Content Security
9.2,192.168.2.40,8080,TCP,web-192-168-2-40,,SQL Injection Vulnerabilities,Configure Content Security
8.2,10.1.54.234,8443,TCP,print-10-1-54-234,CVE-2022-70332,Outdated TLS Library Issues,Renew Certificate Update
8.0,10.2.14.246,22,TCP,nas-10-2-14-246,CVE-2022-63528,SUID Binary Misconfiguration,Implement Micro-Segmentation
7.9,10.0.191.81,80,TCP,srv-10-0-191-81,CVE-2023-25442,SQL Injection Vulnerabilities,Update End-of-Life Packages
8.8,192.168.2.34,80,TCP,fw-192-168-2-34,,SNMP Default Community Strings,Disable Vulnerable Endpoint
8.7,172.16.0.31,8443,TCP,print-172-16-0-31,,Outdated TLS Library Issues,SNMP Security Configuration
9.7,192.168.2.216,445,TCP,nas-192-168-2-216,,Stack Overflow Vulnerabilities,Remove Unused Packages
8.2,172.16.0.31,636,TCP,print-172-16-0-31,CVE-2022-41091,Outdated TLS Library Issues,Update Cipher Suites
4.9,10.1.54.234,443,TCP,print-10-1-54-234,CVE-2023-49795,Expired TLS Certificate Issues,Restrict Sudoers Access
6.4,192.168.1.225,1433,TCP,print-192-168-1-225,CVE-2022-91609,SQL Injection Vulnerabilities,Configure Content Security
5.4,10.0.28.238,443,TCP,fw-10-0-28-238,,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
6.0,172.16.0.31,443,TCP,print-172-16-0-31,CVE-2023-26803,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
7.9,192.168.2.197,3306,TCP,fw-192-168-2-197,CVE-2022-73993,Cross-Site Scripting Vulnerabilities,Configure Content Security
8.9,10.0.158.21,22,TCP,gw-10-0-158-21,CVE-2021-56642,Stack Overflow Vulnerabilities,Restrict Port Access
9.0,10.0.103.187,443,TCP,fw-10-0-103-187,CVE-2022-44362,Outdated TLS Library Issues,Update Security Patches
8.0,10.0.172.168,443,TCP,ws-10-0-172-168,CVE-2022-81819,Outdated TLS Library Issues,Update Cipher Suites
4.5,10.1.75.112,443,TCP,db-10-1-75-112,,Cross-Site Scripting Vulnerabilities,Disable Vulnerable Endpoint
8.8,10.1.249.237,8080,TCP,gw-10-1-249-237,CVE-2022-32946,Cross-Site Scripting Vulnerabilities,Disable Vulnerable Endpoint
3.4,10.1.217.48,21,TCP,ws-10-1-217-48,,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
7.2,10.0.58.211,8080,TCP,srv-10-0-58-211,,SQL Injection Vulnerabilities,Update Cipher Suites
9.5,172.16.0.106,389,TCP,dc-172-16-0-106,CVE-2023-92723,Cross-Site Scripting Vulnerabilities,SNMP Security Configuration
4.7,10.1.63.50,8443,TCP,web-10-1-63-50,CVE-2020-13325,Outdated TLS Library Issues,Apply Entity Encoding
6.8,10.2.69.73,8443,TCP,print-10-2-69-73,CVE-2022-22735,Outdated TLS Library Issues,Renew Certificate Update
8.2,10.0.220.29,445,TCP,db-10-0-220-29,,Sudo Policy Misconfiguration,Remove Unused Packages
6.2,10.1.18.138,443,TCP,web-10-1-18-138,CVE-2023-38177,Expired TLS Certificate Issues,Restrict Sudoers Access
4.7,192.168.1.58,80,TCP,db-192-168-1-58,CVE-2023-46158,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
8.7,192.168.1.42,135,TCP,dc-192-168-1-42,,SUID Binary Misconfiguration,Implement Micro-Segmentation
4.5,10.1.172.221,139,TCP,web-10-1-172-221,,Outdated Driver Vulnerabilities,Configure Content Security
8.4,10.1.173.190,8080,TCP,nas-10-1-173-190,,Cross-Site Scripting Vulnerabilities,Restrict Port Access
7.5,192.168.2.62,636,TCP,srv-192-168-2-62,CVE-2022-57012,Outdated TLS Library Issues,Update OpenSSL Packages
6.8,192.168.1.225,22,TCP,print-192-168-1-225,,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
4.7,10.0.149.123,162,UDP,nas-10-0-149-123,,SNMP Default Community Strings,Update OpenSSL Packages
9.1,192.168.1.139,80,TCP,db-192-168-1-139,,Template Injection Vulnerabilities,Update End-of-Life Packages
5.5,10.2.178.109,22,TCP,fw-10-2-178-109,CVE-2023-43725,Outdated Library Vulnerabilities,Disable Vulnerable Endpoint
6.3,10.1.19.242,443,TCP,db-10-1-19-242,,Cross-Site Scripting Vulnerabilities,Prevent SQL Injection
8.2,10.2.71.119,636,TCP,web-10-2-71-119,,Cross-Site Scripting Vulnerabilities,Renew Certificate Update
9.1,10.1.173.190,23,TCP,nas-10-1-173-190,CVE-2021-95271,Stack Overflow Vulnerabilities,Restrict Port Access
7.2,192.168.1.172,80,TCP,fw-192-168-1-172,CVE-2021-21219,Cross-Site Scripting Vulnerabilities,Update Lighttpd Patch
5.9,172.16.1.65,8443,TCP,srv-172-16-1-65,,Outdated TLS Library Issues,Renew Certificate Update
9.7,172.16.1.136,443,TCP,app-172-16-1-136,CVE-2022-36318,Lighttpd Vulnerability Issues,Restrict Port Access
6.5,172.16.0.172,993,TCP,fw-172-16-0-172,CVE-2022-59941,Outdated TLS Library Issues,Renew Certificate Update
9.2,10.0.186.118,22,TCP,nas-10-0-186-118,,Cross-Site Scripting Vulnerabilities,Restrict Port Access
8.3,10.2.67.136,135,TCP,print-10-2-67-136,,Sudo Policy Misconfiguration,Update OpenSSL Packages
6.2,192.168.2.157,8080,TCP,nas-192-168-2-157,,Outdated TLS Library Issues,Apply Entity Encoding
7.3,172.16.1.231,80,TCP,nas-172-16-1-231,,Cross-Site Scripting Vulnerabilities,Update Lighttpd Patch
7.5,10.2.104.125,993,TCP,dc-10-2-104-125,CVE-2022-70901,Outdated TLS Library Issues,Update Security Patches
6.6,10.2.97.1,53,UDP,gw-10-2-97-1,CVE-2020-80411,DNS Zone Transfer Vulnerabilities,Disable Vulnerable Endpoint
